farm_id,farm_name,room_id,date,week,day_of_week,age_days,birds_start,mortality_daily,birds_end,cumulative_mortality,mortality_rate,avg_weight_kg,daily_gain_kg,feed_kg_total,feed_kg_per_bird,water_liters_total,eggs_produced,avg_egg_weight_g,egg_grade_a_pct,temperature_c,humidity_pct,stress_index,health_event,feed_price_per_kg_usd,feed_cost_usd,med_cost_usd,energy_cost_usd,labor_cost_usd,other_costs_usd,total_costs_usd,egg_price_per_dozen_usd,egg_revenue_usd,profit_usd,fcr
FARM_001,Joseph's Farm,Room 1,2024-01-04,1,4,3,998,1,997,3,0.3,0.061,0.009,21.75,0.0218,46.8,0,0.0,0.0,16.6,60.3,0.053,normal,0.392,8.53,2.5,7.11,12.4,2.4,32.94,2.81,0.0,-32.94,2.422
FARM_001,Joseph's Farm,Room 2,2024-01-04,1,4,3,997,0,997,3,0.3,0.06,0.0073,19.94,0.02,42.0,0,0.0,0.0,17.0,72.9,0.062,normal,0.392,7.82,2.49,6.97,12.32,2.31,31.91,2.81,0.0,-31.91,2.74
FARM_001,Joseph's Farm,Room 3,2024-01-04,1,4,3,997,0,997,3,0.3,0.06,0.0084,20.24,0.0203,40.8,0,0.0,0.0,15.6,66.1,0.091,normal,0.392,7.93,2.49,7.48,12.28,2.35,32.53,2.81,0.0,-32.53,2.417
FARM_001,Joseph's Farm,Room 4,2024-01-04,1,4,3,1000,1,999,1,0.1,0.061,0.0086,20.11,0.0201,38.0,0,0.0,0.0,17.7,72.1,0.029,normal,0.392,7.88,2.5,6.71,11.81,2.54,31.44,2.81,0.0,-31.44,2.338
FARM_001,Joseph's Farm,Room 1,2024-01-05,1,5,4,997,0,997,3,0.3,0.069,0.0084,21.68,0.0217,46.5,0,0.0,0.0,15.4,61.2,0.099,normal,0.393,8.52,2.49,7.55,11.49,2.37,32.42,2.81,0.0,-32.42,2.589
FARM_001,Joseph's Farm,Room 2,2024-01-05,1,5,4,997,1,996,4,0.4,0.071,0.0096,20.78,0.0208,43.9,0,0.0,0.0,14.4,62.5,0.136,normal,0.393,8.17,2.49,7.92,12.37,2.35,33.3,2.81,0.0,-33.3,2.171
FARM_001,Joseph's Farm,Room 3,2024-01-05,1,5,4,997,0,997,3,0.3,0.068,0.0078,21.2,0.0213,46.5,0,0.0,0.0,15.1,68.1,0.11,normal,0.393,8.33,2.49,7.66,11.52,2.45,32.45,2.81,0.0,-32.45,2.726
FARM_001,Joseph's Farm,Room 4,2024-01-05,1,5,4,999,1,998,2,0.2,0.07,0.0089,20.72,0.0207,39.6,0,0.0,0.0,17.1,67.0,0.034,normal,0.393,8.14,2.5,6.93,11.7,2.71,31.98,2.81,0.0,-31.98,2.33
FARM_001,Joseph's Farm,Room 1,2024-01-06,1,6,5,997,0,997,3,0.3,0.078,0.008,21.54,0.0216,47.1,0,0.0,0.0,18.0,67.4,0.0,normal,0.393,8.47,2.49,6.6,12.51,2.67,32.74,2.82,0.0,-32.74,2.701
FARM_001,Joseph's Farm,Room 2,2024-01-06,1,6,5,996,3,993,7,0.7,0.079,0.0081,20.56,0.0206,45.1,0,0.0,0.0,15.5,63.5,0.095,normal,0.393,8.08,2.49,7.52,11.72,2.64,32.45,2.82,0.0,-32.45,2.548
FARM_001,Joseph's Farm,Room 3,2024-01-06,1,6,5,997,0,997,3,0.3,0.078,0.0085,21.29,0.0214,39.6,0,0.0,0.0,15.1,75.0,0.151,normal,0.393,8.37,2.49,7.66,11.76,2.73,33.01,2.82,0.0,-33.01,2.512
FARM_001,Joseph's Farm,Room 4,2024-01-06,1,6,5,998,1,997,3,0.3,0.08,0.0094,20.86,0.0209,44.7,0,0.0,0.0,15.9,73.4,0.107,normal,0.393,8.2,2.5,7.37,11.59,2.73,32.39,2.82,0.0,-32.39,2.224
FARM_001,Joseph's Farm,Room 1,2024-01-07,1,7,6,997,0,997,3,0.3,0.084,0.0054,20.05,0.0201,43.2,0,0.0,0.0,15.3,67.9,0.102,normal,0.393,7.88,2.49,7.59,11.7,2.55,32.21,2.82,0.0,-32.21,3.724
FARM_001,Joseph's Farm,Room 2,2024-01-07,1,7,6,993,1,992,8,0.8,0.087,0.0073,20.14,0.0203,42.0,0,0.0,0.0,15.2,68.2,0.106,normal,0.393,7.92,2.48,7.63,11.69,2.45,32.17,2.82,0.0,-32.17,2.778
FARM_001,Joseph's Farm,Room 3,2024-01-07,1,7,6,997,1,996,4,0.4,0.085,0.0069,20.75,0.0208,45.6,0,0.0,0.0,14.6,66.7,0.129,normal,0.393,8.15,2.49,7.85,12.6,2.29,33.38,2.82,0.0,-33.38,3.016
FARM_001,Joseph's Farm,Room 4,2024-01-07,1,7,6,997,1,996,4,0.4,0.085,0.0057,20.57,0.0206,38.3,0,0.0,0.0,14.8,75.7,0.168,normal,0.393,8.08,2.49,7.77,12.4,2.6,33.34,2.82,0.0,-33.34,3.62
FARM_001,Joseph's Farm,Room 1,2024-01-08,2,1,7,997,1,996,4,0.4,0.088,0.003,20.42,0.0205,42.2,0,0.0,0.0,18.5,68.7,0.0,normal,0.394,8.05,2.49,6.42,12.53,2.32,31.81,2.83,0.0,-31.81,6.827
FARM_001,Joseph's Farm,Room 2,2024-01-08,2,1,7,992,0,992,8,0.8,0.087,0.0009,21.18,0.0214,39.9,0,0.0,0.0,14.3,67.8,0.14,normal,0.394,8.34,2.48,7.96,12.16,2.38,33.32,2.83,0.0,-33.32,23.723
FARM_001,Joseph's Farm,Room 3,2024-01-08,2,1,7,996,4,992,8,0.8,0.087,0.0027,20.35,0.0204,36.7,0,0.0,0.0,17.1,73.5,0.063,normal,0.394,8.02,2.49,6.93,12.33,2.57,32.34,2.83,0.0,-32.34,7.567
FARM_001,Joseph's Farm,Room 4,2024-01-08,2,1,7,996,1,995,5,0.5,0.087,0.0013,19.93,0.02,42.9,0,0.0,0.0,16.7,70.8,0.056,normal,0.394,7.85,2.49,7.08,12.48,2.52,32.42,2.83,0.0,-32.42,15.392
FARM_001,Joseph's Farm,Room 1,2024-01-09,2,2,8,996,0,996,4,0.4,0.093,0.0056,21.65,0.0217,45.9,0,0.0,0.0,16.9,62.2,0.042,normal,0.394,8.53,2.49,7.0,12.43,2.7,33.15,2.83,0.0,-33.15,3.882
FARM_001,Joseph's Farm,Room 2,2024-01-09,2,2,8,992,0,992,8,0.8,0.092,0.0034,20.54,0.0207,42.1,0,0.0,0.0,14.6,62.0,0.129,normal,0.394,8.09,2.48,7.85,11.59,2.71,32.72,2.83,0.0,-32.72,6.09
FARM_001,Joseph's Farm,Room 3,2024-01-09,2,2,8,992,0,992,8,0.8,0.092,0.0052,21.22,0.0214,41.0,0,0.0,0.0,17.4,73.0,0.047,normal,0.394,8.36,2.48,6.82,12.52,2.65,32.83,2.83,0.0,-32.83,4.114
FARM_001,Joseph's Farm,Room 4,2024-01-09,2,2,8,995,0,995,5,0.5,0.093,0.0049,21.57,0.0217,46.2,0,0.0,0.0,17.0,67.1,0.038,normal,0.394,8.5,2.49,6.97,11.67,2.66,32.29,2.83,0.0,-32.29,4.424
FARM_001,Joseph's Farm,Room 1,2024-01-10,2,3,9,996,0,996,4,0.4,0.102,0.0106,20.18,0.0203,39.0,0,0.0,0.0,15.8,70.4,0.087,normal,0.395,7.97,2.49,7.41,12.44,2.73,33.04,2.84,0.0,-33.04,1.911
FARM_001,Joseph's Farm,Room 2,2024-01-10,2,3,9,992,1,991,9,0.9,0.102,0.0094,21.64,0.0218,40.0,0,0.0,0.0,16.1,65.8,0.072,normal,0.395,8.55,2.48,7.3,12.56,2.34,33.23,2.84,0.0,-33.23,2.321
FARM_001,Joseph's Farm,Room 3,2024-01-10,2,3,9,992,0,992,8,0.8,0.103,0.0123,20.35,0.0205,41.6,0,0.0,0.0,14.5,64.0,0.133,normal,0.395,8.04,2.48,7.88,12.01,2.44,32.85,2.84,0.0,-32.85,1.668
FARM_001,Joseph's Farm,Room 4,2024-01-10,2,3,9,995,6,989,11,1.1,0.103,0.0108,21.18,0.0213,46.1,0,0.0,0.0,14.8,72.8,0.144,outbreak,0.395,8.37,32.49,7.77,12.28,2.35,63.26,2.84,0.0,-63.26,1.971
FARM_001,Joseph's Farm,Room 1,2024-01-11,2,4,10,996,0,996,4,0.4,0.115,0.0133,20.04,0.0201,43.3,0,0.0,0.0,18.4,72.0,0.016,normal,0.395,7.92,2.49,6.45,12.01,2.58,31.45,2.84,0.0,-31.45,1.513
FARM_001,Joseph's Farm,Room 2,2024-01-11,2,4,10,991,3,988,12,1.2,0.116,0.0129,20.46,0.0206,43.0,0,0.0,0.0,16.4,67.8,0.061,normal,0.395,8.08,2.48,7.19,11.61,2.53,31.89,2.84,0.0,-31.89,1.6
FARM_001,Joseph's Farm,Room 3,2024-01-11,2,4,10,992,0,992,8,0.8,0.114,0.0131,20.95,0.0211,40.4,0,0.0,0.0,16.8,66.5,0.045,normal,0.395,8.28,2.48,7.04,11.93,2.59,32.32,2.84,0.0,-32.32,1.612
FARM_001,Joseph's Farm,Room 4,2024-01-11,2,4,10,989,0,989,11,1.1,0.117,0.0145,21.0,0.0212,40.2,0,0.0,0.0,16.9,76.0,0.091,normal,0.395,8.29,2.47,7.0,12.2,2.56,32.52,2.84,0.0,-32.52,1.464
FARM_001,Joseph's Farm,Room 1,2024-01-12,2,5,11,996,0,996,4,0.4,0.129,0.0133,20.08,0.0202,36.5,0,0.0,0.0,18.4,63.2,0.0,normal,0.395,7.93,2.49,6.45,12.58,2.56,32.01,2.85,0.0,-32.01,1.516
FARM_001,Joseph's Farm,Room 2,2024-01-12,2,5,11,988,2,986,14,1.4,0.134,0.0167,20.41,0.0207,40.0,0,0.0,0.0,15.4,72.0,0.115,normal,0.395,8.06,2.47,7.55,11.58,2.59,32.25,2.85,0.0,-32.25,1.237
FARM_001,Joseph's Farm,Room 3,2024-01-12,2,5,11,992,0,992,8,0.8,0.132,0.0171,21.36,0.0215,44.4,0,0.0,0.0,16.9,73.9,0.074,normal,0.395,8.44,2.48,7.0,11.96,2.53,32.41,2.85,0.0,-32.41,1.259
FARM_001,Joseph's Farm,Room 4,2024-01-12,2,5,11,989,0,989,11,1.1,0.134,0.0173,20.73,0.021,42.0,0,0.0,0.0,14.5,65.4,0.133,normal,0.395,8.19,2.47,7.88,11.78,2.63,32.95,2.85,0.0,-32.95,1.212
FARM_001,Joseph's Farm,Room 1,2024-01-13,2,6,12,996,0,996,4,0.4,0.145,0.014,20.7,0.0208,38.6,0,0.0,0.0,17.9,71.6,0.017,normal,0.396,8.2,2.49,6.64,12.43,2.48,32.24,2.85,0.0,-32.24,1.485
FARM_001,Joseph's Farm,Room 2,2024-01-13,2,6,12,986,3,983,17,1.7,0.149,0.0162,20.07,0.0204,39.7,0,0.0,0.0,17.0,64.2,0.038,normal,0.396,7.95,2.46,6.97,12.26,2.37,32.01,2.85,0.0,-32.01,1.256
FARM_001,Joseph's Farm,Room 3,2024-01-13,2,6,12,992,0,992,8,0.8,0.143,0.0129,20.01,0.0202,37.7,0,0.0,0.0,17.1,63.6,0.034,normal,0.396,7.92,2.48,6.93,11.9,2.42,31.65,2.85,0.0,-31.65,1.564
FARM_001,Joseph's Farm,Room 4,2024-01-13,2,6,12,989,2,987,13,1.3,0.146,0.0139,21.23,0.0215,46.2,0,0.0,0.0,14.5,74.3,0.168,normal,0.396,8.41,2.47,7.88,11.42,2.69,32.87,2.85,0.0,-32.87,1.544
FARM_001,Joseph's Farm,Room 1,2024-01-14,2,7,13,996,1,995,5,0.5,0.156,0.0109,21.63,0.0217,46.2,0,0.0,0.0,16.6,72.2,0.071,normal,0.396,8.57,2.49,7.11,12.05,2.62,32.84,2.86,0.0,-32.84,1.992
FARM_001,Joseph's Farm,Room 2,2024-01-14,2,7,13,983,1,982,18,1.8,0.159,0.0119,20.32,0.0207,42.0,0,0.0,0.0,17.2,66.8,0.03,normal,0.396,8.05,2.46,6.89,12.36,2.61,32.37,2.86,0.0,-32.37,1.737
FARM_001,Joseph's Farm,Room 3,2024-01-14,2,7,13,992,0,992,8,0.8,0.156,0.0119,20.92,0.0211,43.2,0,0.0,0.0,17.2,75.1,0.072,normal,0.396,8.28,2.48,6.89,11.5,2.46,31.61,2.86,0.0,-31.61,1.772
FARM_001,Joseph's Farm,Room 4,2024-01-14,2,7,13,987,0,987,13,1.3,0.159,0.0127,20.53,0.0208,39.7,0,0.0,0.0,14.6,66.9,0.129,normal,0.396,8.13,2.47,7.85,12.46,2.39,33.3,2.86,0.0,-33.3,1.638
FARM_001,Joseph's Farm,Room 1,2024-01-15,3,1,14,995,0,995,5,0.5,0.162,0.0066,19.86,0.02,43.3,0,0.0,0.0,16.4,70.8,0.067,normal,0.396,7.86,2.49,7.19,11.67,2.28,31.49,2.86,0.0,-31.49,3.024
FARM_001,Joseph's Farm,Room 2,2024-01-15,3,1,14,982,1,981,19,1.9,0.164,0.0065,20.77,0.0212,39.4,0,0.0,0.0,14.3,60.9,0.14,normal,0.396,8.22,2.46,7.96,11.97,2.31,32.92,2.86,0.0,-32.92,3.254
FARM_001,Joseph's Farm,Room 3,2024-01-15,3,1,14,992,0,992,8,0.8,0.161,0.0067,21.69,0.0219,45.3,0,0.0,0.0,15.4,65.7,0.099,normal,0.396,8.59,2.48,7.55,12.33,2.33,33.28,2.86,0.0,-33.28,3.263
FARM_001,Joseph's Farm,Room 4,2024-01-15,3,1,14,987,1,986,14,1.4,0.159,0.0023,21.47,0.0218,41.9,0,0.0,0.0,16.2,75.4,0.112,normal,0.396,8.5,2.47,7.26,12.53,2.35,33.11,2.86,0.0,-33.11,9.458
FARM_001,Joseph's Farm,Room 1,2024-01-16,3,2,15,995,0,995,5,0.5,0.165,0.0056,21.18,0.0213,44.9,0,0.0,0.0,18.0,63.2,0.0,normal,0.397,8.41,2.49,6.6,12.36,2.53,32.39,2.87,0.0,-32.39,3.801
FARM_001,Joseph's Farm,Room 2,2024-01-16,3,2,15,981,1,980,20,2.0,0.164,0.0025,19.5,0.0199,38.4,0,0.0,0.0,15.8,69.0,0.083,normal,0.397,7.74,2.45,7.41,11.99,2.47,32.06,2.87,0.0,-32.06,7.951
FARM_001,Joseph's Farm,Room 3,2024-01-16,3,2,15,992,0,992,8,0.8,0.162,0.0038,20.78,0.0209,42.8,0,0.0,0.0,17.2,68.3,0.03,normal,0.397,8.25,2.48,6.89,12.14,2.71,32.47,2.87,0.0,-32.47,5.513
FARM_001,Joseph's Farm,Room 4,2024-01-16,3,2,15,986,0,986,14,1.4,0.168,0.0073,20.24,0.0205,38.4,0,0.0,0.0,15.7,74.1,0.121,normal,0.397,8.04,2.46,7.44,12.52,2.39,32.85,2.87,0.0,-32.85,2.812
FARM_001,Joseph's Farm,Room 1,2024-01-17,3,3,16,995,0,995,5,0.5,0.177,0.0125,20.78,0.0209,40.1,0,0.0,0.0,17.7,67.3,0.011,normal,0.397,8.25,2.49,6.71,11.99,2.43,31.87,2.88,0.0,-31.87,1.671
FARM_001,Joseph's Farm,Room 2,2024-01-17,3,3,16,980,2,978,22,2.2,0.178,0.0113,20.52,0.0209,38.5,0,0.0,0.0,14.8,68.1,0.121,normal,0.397,8.15,2.45,7.77,11.69,2.45,32.51,2.88,0.0,-32.51,1.853
FARM_001,Joseph's Farm,Room 3,2024-01-17,3,3,16,992,2,990,10,1.0,0.177,0.0137,19.73,0.0199,37.8,0,0.0,0.0,14.6,68.5,0.129,normal,0.397,7.83,2.48,7.85,11.89,2.37,32.42,2.88,0.0,-32.42,1.452
FARM_001,Joseph's Farm,Room 4,2024-01-17,3,3,16,986,1,985,15,1.5,0.18,0.0141,21.63,0.0219,43.7,0,0.0,0.0,15.4,70.5,0.103,normal,0.397,8.59,2.46,7.55,11.82,2.48,32.9,2.88,0.0,-32.9,1.556
FARM_001,Joseph's Farm,Room 1,2024-01-18,3,4,17,995,2,993,7,0.7,0.194,0.0163,21.73,0.0218,45.1,0,0.0,0.0,15.7,69.2,0.087,normal,0.398,8.65,2.49,7.44,11.63,2.62,32.83,2.88,0.0,-32.83,1.34
FARM_001,Joseph's Farm,Room 2,2024-01-18,3,4,17,978,0,978,22,2.2,0.197,0.0169,21.12,0.0216,40.5,0,0.0,0.0,16.1,70.1,0.073,normal,0.398,8.41,2.44,7.3,11.83,2.4,32.38,2.88,0.0,-32.38,1.278
FARM_001,Joseph's Farm,Room 3,2024-01-18,3,4,17,990,0,990,10,1.0,0.196,0.0195,21.61,0.0218,44.4,0,0.0,0.0,14.2,62.9,0.144,normal,0.398,8.6,2.48,7.99,12.3,2.3,33.67,2.88,0.0,-33.67,1.119
FARM_001,Joseph's Farm,Room 4,2024-01-18,3,4,17,985,0,985,15,1.5,0.194,0.0148,21.54,0.0219,41.0,0,0.0,0.0,15.1,69.5,0.11,normal,0.398,8.57,2.46,7.66,12.43,2.31,33.43,2.88,0.0,-33.43,1.478
FARM_001,Joseph's Farm,Room 1,2024-01-19,3,5,18,993,2,991,9,0.9,0.212,0.0162,21.4,0.0216,46.6,0,0.0,0.0,16.7,67.3,0.049,normal,0.398,8.52,2.48,7.08,11.5,2.37,31.95,2.89,0.0,-31.95,1.33
FARM_001,Joseph's Farm,Room 2,2024-01-19,3,5,18,978,0,978,22,2.2,0.219,0.0205,20.2,0.0206,43.7,0,0.0,0.0,15.4,68.0,0.099,normal,0.398,8.04,2.44,7.55,11.76,2.54,32.33,2.89,0.0,-32.33,1.008
FARM_001,Joseph's Farm,Room 3,2024-01-19,3,5,18,990,0,990,10,1.0,0.213,0.0186,21.23,0.0214,43.5,0,0.0,0.0,15.9,63.1,0.08,normal,0.398,8.45,2.48,7.37,11.72,2.29,32.31,2.89,0.0,-32.31,1.153
FARM_001,Joseph's Farm,Room 4,2024-01-19,3,5,18,985,0,985,15,1.5,0.215,0.0176,20.98,0.0213,41.7,0,0.0,0.0,16.2,65.4,0.068,normal,0.398,8.35,2.46,7.26,11.44,2.39,31.9,2.89,0.0,-31.9,1.21
FARM_001,Joseph's Farm,Room 1,2024-01-20,3,6,19,991,0,991,9,0.9,0.232,0.0165,21.32,0.0215,43.4,0,0.0,0.0,18.2,60.8,0.0,normal,0.399,8.51,2.48,6.53,12.36,2.35,32.23,2.89,0.0,-32.23,1.304
FARM_001,Joseph's Farm,Room 2,2024-01-20,3,6,19,978,0,978,22,2.2,0.233,0.0146,19.54,0.02,41.4,0,0.0,0.0,14.7,62.2,0.125,normal,0.399,7.8,2.44,7.81,12.11,2.66,32.82,2.89,0.0,-32.82,1.368
FARM_001,Joseph's Farm,Room 3,2024-01-20,3,6,19,990,1,989,11,1.1,0.236,0.022,20.22,0.0204,40.8,0,0.0,0.0,15.4,68.2,0.099,normal,0.399,8.07,2.48,7.55,11.93,2.55,32.58,2.89,0.0,-32.58,0.928
FARM_001,Joseph's Farm,Room 4,2024-01-20,3,6,19,985,0,985,15,1.5,0.239,0.0217,20.03,0.0203,41.5,0,0.0,0.0,16.9,71.0,0.05,normal,0.399,7.99,2.46,7.0,12.43,2.54,32.42,2.89,0.0,-32.42,0.937
FARM_001,Joseph's Farm,Room 1,2024-01-21,3,7,20,991,1,990,10,1.0,0.242,0.0084,20.04,0.0202,40.2,0,0.0,0.0,17.9,70.3,0.006,normal,0.399,8.0,2.48,6.64,11.93,2.39,31.44,2.9,0.0,-31.44,2.407
FARM_001,Joseph's Farm,Room 2,2024-01-21,3,7,20,978,2,976,24,2.4,0.255,0.0183,20.25,0.0207,39.1,0,0.0,0.0,15.6,70.7,0.097,normal,0.399,8.08,2.44,7.48,11.53,2.33,31.86,2.9,0.0,-31.86,1.131
FARM_001,Joseph's Farm,Room 3,2024-01-21,3,7,20,989,0,989,11,1.1,0.244,0.0121,19.71,0.0199,36.2,0,0.0,0.0,15.7,70.7,0.093,normal,0.399,7.86,2.47,7.44,11.7,2.31,31.78,2.9,0.0,-31.78,1.647
FARM_001,Joseph's Farm,Room 4,2024-01-21,3,7,20,985,0,985,15,1.5,0.252,0.0165,21.35,0.0217,42.4,0,0.0,0.0,17.5,73.8,0.05,normal,0.399,8.52,2.46,6.78,11.47,2.51,31.74,2.9,0.0,-31.74,1.314
FARM_001,Joseph's Farm,Room 1,2024-01-22,4,1,21,990,0,990,10,1.0,0.253,0.0062,19.93,0.0201,38.2,0,0.0,0.0,16.9,65.4,0.042,normal,0.4,7.97,2.48,7.0,12.46,2.49,32.4,2.91,0.0,-32.4,3.247
FARM_001,Joseph's Farm,Room 2,2024-01-22,4,1,21,976,0,976,24,2.4,0.251,0.0009,19.41,0.0199,38.1,0,0.0,0.0,16.4,70.4,0.064,normal,0.4,7.76,2.44,7.19,11.67,2.67,31.73,2.91,0.0,-31.73,22.097
FARM_001,Joseph's Farm,Room 3,2024-01-22,4,1,21,989,0,989,11,1.1,0.246,0.001,20.24,0.0205,42.1,0,0.0,0.0,17.5,70.4,0.022,normal,0.4,8.1,2.47,6.78,11.9,2.49,31.74,2.91,0.0,-31.74,20.465
FARM_001,Joseph's Farm,Room 4,2024-01-22,4,1,21,985,0,985,15,1.5,0.254,0.0051,20.79,0.0211,43.6,0,0.0,0.0,15.9,65.1,0.08,normal,0.4,8.32,2.46,7.37,11.56,2.28,31.99,2.91,0.0,-31.99,4.139
FARM_001,Joseph's Farm,Room 1,2024-01-23,4,2,22,990,0,990,10,1.0,0.263,0.0111,19.66,0.0199,41.1,0,0.0,0.0,18.3,64.0,0.0,normal,0.4,7.86,2.48,6.49,12.4,2.54,31.77,2.91,0.0,-31.77,1.789
FARM_001,Joseph's Farm,Room 2,2024-01-23,4,2,22,976,0,976,24,2.4,0.265,0.0097,20.93,0.0214,40.8,0,0.0,0.0,17.4,65.9,0.023,normal,0.4,8.37,2.44,6.82,12.52,2.68,32.83,2.91,0.0,-32.83,2.211
FARM_001,Joseph's Farm,Room 3,2024-01-23,4,2,22,989,1,988,12,1.2,0.263,0.0129,20.29,0.0205,40.4,0,0.0,0.0,14.7,67.0,0.125,normal,0.4,8.12,2.47,7.81,12.5,2.44,33.34,2.91,0.0,-33.34,1.59
FARM_001,Joseph's Farm,Room 4,2024-01-23,4,2,22,985,0,985,15,1.5,0.267,0.013,21.54,0.0219,39.9,0,0.0,0.0,17.2,71.5,0.043,normal,0.4,8.62,2.46,6.89,12.56,2.42,32.95,2.91,0.0,-32.95,1.682
FARM_001,Joseph's Farm,Room 1,2024-01-24,4,3,23,990,0,990,10,1.0,0.276,0.0161,19.95,0.0202,42.9,0,0.0,0.0,18.3,60.9,0.0,normal,0.4,7.98,2.48,6.49,12.56,2.29,31.8,2.92,0.0,-31.8,1.252
FARM_001,Joseph's Farm,Room 2,2024-01-24,4,3,23,976,1,975,25,2.5,0.287,0.0236,20.05,0.0205,41.5,0,0.0,0.0,15.0,68.1,0.114,normal,0.4,8.02,2.44,7.7,12.04,2.73,32.93,2.92,0.0,-32.93,0.87
FARM_001,Joseph's Farm,Room 3,2024-01-24,4,3,23,988,1,987,13,1.3,0.28,0.022,20.1,0.0203,41.7,0,0.0,0.0,17.4,68.3,0.023,normal,0.4,8.04,2.47,6.82,11.74,2.36,31.43,2.92,0.0,-31.43,0.925
FARM_001,Joseph's Farm,Room 4,2024-01-24,4,3,23,985,0,985,15,1.5,0.278,0.0159,19.76,0.0201,36.9,0,0.0,0.0,18.0,72.8,0.023,normal,0.4,7.9,2.46,6.6,11.76,2.26,30.98,2.92,0.0,-30.98,1.262
FARM_001,Joseph's Farm,Room 1,2024-01-25,4,4,24,990,1,989,11,1.1,0.306,0.0255,20.51,0.0207,42.5,0,0.0,0.0,15.3,64.1,0.102,normal,0.401,8.22,2.48,7.59,11.62,2.34,32.25,2.93,0.0,-32.25,0.812
FARM_001,Joseph's Farm,Room 2,2024-01-25,4,4,24,975,1,974,26,2.6,0.314,0.0297,19.83,0.0203,40.8,0,0.0,0.0,15.5,68.8,0.095,normal,0.401,7.95,2.44,7.52,11.95,2.58,32.44,2.93,0.0,-32.44,0.685
